policy,seed,rounds,S,k,top_gap_lambda,transition_dominance,context_noise_level,transition_variant,trust_scale_mult,gate_scale_mult,gate_mode,beta_gate_concentration,trust_floor,trust_cap,support_mask_enabled,avg_reward,cum_reward,oracle_cum_reward,reward_pct_oracle,cum_regret,top1_agreement,top2_agreement,transition_l1_error,off_support_leakage,runtime_seconds,policy_label,experiment_id
tw,20262077,100,20,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,5703.808537905214,570380.8537905214,913135.7000006589,62.46397482763075,342754.8462101375,0.45,0.63,0.2017420165352137,0.027536655437405976,0.6043066659999567,tw_gated_offline,context_noise_refinement
tw,20262078,100,20,2,0.0,0.45,0.3,gated_offline,1.0,1.0,deterministic,20.0,0.1,0.95,False,3995.2623067867016,399526.23067867017,674747.293647237,59.21123870228452,275221.06296856684,0.31,0.56,0.2017000077980133,0.027291405087084185,0.6470599169999787,tw_gated_offline,context_noise_refinement
tw,20263025,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,7902.705107015964,790270.5107015964,1095806.5679100307,72.11770159480193,305536.0572084344,0.43,0.69,0.2013087179443156,0.0273267604620049,0.7126725840000177,tw_gated_offline_low_rank,context_noise_refinement
tw,20263026,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,6100.459015229988,610045.9015229988,989945.5691738146,61.62418627037533,379899.6676508158,0.44,0.73,0.2010170214041959,0.0273854199403223,0.7148809159999985,tw_gated_offline_low_rank,context_noise_refinement
tw,20263027,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,1867.5437874425584,186754.37874425584,1052681.4480630169,17.740825497389796,865927.069318761,0.17,0.39,0.2020981487036107,0.027271662732922,0.7102237089999903,tw_gated_offline_low_rank,context_noise_refinement
tw,20263028,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,5594.326108451649,559432.6108451649,942087.8951872292,59.382209845078634,382655.2843420643,0.39,0.62,0.20664431697016894,0.02819472225378049,0.7218773749999627,tw_gated_offline_low_rank,context_noise_refinement
tw,20263029,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,5768.216169885652,576821.6169885652,873708.304496765,66.01993068164788,296886.68750819983,0.43,0.67,0.2038251404079032,0.02752884043197577,0.7352041659999031,tw_gated_offline_low_rank,context_noise_refinement
tw,20263030,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,2166.27624880033,216627.624880033,479541.6255277695,45.17389384948991,262914.0006477365,0.23,0.48,0.2093718389573368,0.028761243458445603,0.7482815829999936,tw_gated_offline_low_rank,context_noise_refinement
tw,20263031,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,3654.147801133172,365414.7801133172,1097027.9670136152,33.30952273788131,731613.186900298,0.2,0.42,0.2100453820849415,0.028392440727056073,0.7042269999999462,tw_gated_offline_low_rank,context_noise_refinement
tw,20263032,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,6407.218833160603,640721.8833160603,982220.6385341835,65.23197112537171,341498.7552181232,0.42,0.56,0.20972472472868628,0.028907291659976894,0.7113206669999954,tw_gated_offline_low_rank,context_noise_refinement
tw,20263033,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,4523.023002498287,452302.30024982867,879057.2257431113,51.45311215290618,426754.9254932827,0.28,0.52,0.20099421487075755,0.027105838641491655,0.7174967079999988,tw_gated_offline_low_rank,context_noise_refinement
tw,20263034,100,20,2,0.0,0.45,0.3,gated_offline_low_rank,1.0,1.0,deterministic,20.0,0.1,0.95,False,3783.2800241865266,378328.00241865264,797262.6947287216,47.45336824613164,418934.692310069,0.35,0.58,0.20267618618755337,0.02791163896306749,0.7269329580000203,tw_gated_offline_low_rank,context_noise_refinement
tw,20262349,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7417.514969650373,741751.4969650373,1013256.2348020846,73.20473059905925,271504.7378370473,0.45,0.73,0.1106761214678579,0.0104352758955104,0.5777089579999881,tw_support_offline,context_noise_refinement
tw,20262350,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6603.491810073705,660349.1810073705,962586.0903383445,68.60157108391843,302236.90933097387,0.47,0.75,0.1064100503954222,0.0099285333184757,0.5811728749999929,tw_support_offline,context_noise_refinement
tw,20262351,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,13812.273300720348,1381227.3300720348,1491880.842396522,92.58295239271683,110653.51232448708,0.64,0.83,0.1075019008511945,0.0098553437162546,0.58030070800001,tw_support_offline,context_noise_refinement
tw,20262352,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6262.452581023001,626245.2581023001,953406.4231485637,65.68502612287477,327161.1650462636,0.44,0.64,0.10775115912283484,0.00955826503029064,0.5894998340000939,tw_support_offline,context_noise_refinement
tw,20262353,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,5705.728319795113,570572.8319795113,846508.3791932856,67.40309322434136,275935.5472137743,0.5,0.63,0.11196203090802362,0.009819293571827427,0.5880413749999889,tw_support_offline,context_noise_refinement
tw,20262354,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3316.9413283272625,331694.13283272623,493956.0194001523,67.15053968479364,162261.8865674261,0.39,0.59,0.11100457544881355,0.01051758115187831,0.5835696249999955,tw_support_offline,context_noise_refinement
tw,20262355,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,6438.316450627974,643831.6450627974,1243710.1673007512,51.76701630252955,599878.5222379538,0.34,0.52,0.1146774379590361,0.01020670255225907,0.5740359999999782,tw_support_offline,context_noise_refinement
tw,20262356,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,7178.961860368948,717896.1860368948,1104658.3013584195,64.988076869932,386762.1153215247,0.35,0.6,0.11257673054804608,0.010007988494119295,0.5748654579999766,tw_support_offline,context_noise_refinement
tw,20262357,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,4341.938221815152,434193.8221815152,885016.4566441762,49.060536549557554,450822.63446266094,0.36,0.59,0.1088076369299397,0.00942462742750295,0.5758139580000261,tw_support_offline,context_noise_refinement
tw,20262358,100,20,2,0.0,0.45,0.3,support_offline,1.0,1.0,deterministic,20.0,0.1,0.95,True,3407.622025378083,340762.2025378083,755934.8689426661,45.078249005028155,415172.6664048578,0.29,0.52,0.11700514724243266,0.010357730549422023,0.5759799580000617,tw_support_offline,context_noise_refinement
exp4,20261395,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6832.749708070907,683274.9708070908,935254.5164933744,73.05764995061975,251979.5456862836,0.49,0.76,0.3055653820825888,0.0157552602452623,1.0078335839999966,exp4_dense,context_noise_refinement
exp4,20261396,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8355.245819290589,835524.5819290589,940501.923235025,88.83815772062668,104977.34130596614,0.49,0.75,0.3086486842669134,0.0159826086586768,1.0102517499999806,exp4_dense,context_noise_refinement
exp4,20261397,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,9328.881632916644,932888.1632916644,1176247.1208392454,79.31055870521955,243358.9575475809,0.53,0.77,0.309029582531329,0.0158229116705227,1.0667152500000157,exp4_dense,context_noise_refinement
exp4,20261398,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,7659.9176029990185,765991.7602999018,891107.736921798,85.9595005813673,125115.97662189614,0.57,0.75,0.3094752069206636,0.01590451691483054,0.9851510839999946,exp4_dense,context_noise_refinement
exp4,20261399,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6135.935591403132,613593.5591403132,980588.7405366385,62.573995985770445,366995.18139632535,0.39,0.64,0.31289811570566667,0.016048378083219052,0.9833316659999127,exp4_dense,context_noise_refinement
exp4,20261400,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6851.292426019675,685129.2426019675,929174.0861151037,73.73529383137527,244044.84351313615,0.46,0.68,0.31328936951326597,0.016104709610869312,1.0151070839999647,exp4_dense,context_noise_refinement
exp4,20261401,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4582.625866333633,458262.58663336333,1001981.1138306905,45.73565113232246,543718.5271973272,0.29,0.44,0.3045710513813319,0.015711622203630086,1.0067937919999395,exp4_dense,context_noise_refinement
exp4,20261402,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8876.613583980123,887661.3583980122,1085528.4350698546,81.77228064420906,197867.07667184237,0.53,0.82,0.31280744310052344,0.01610243121082945,0.9824444580000318,exp4_dense,context_noise_refinement
exp4,20261403,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6205.317883929496,620531.7883929496,756133.0187209005,82.06648473606688,135601.2303279509,0.6,0.78,0.3079517857960667,0.015895923623138953,0.9821282500000734,exp4_dense,context_noise_refinement
exp4,20261404,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,13269.396349965231,1326939.6349965231,1611364.9880025762,82.34879402719166,284425.353006053,0.59,0.82,0.3026110669544692,0.015600379881583845,0.9818347089999406,exp4_dense,context_noise_refinement
global_ucb_tw,20262374,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6279.502450983169,627950.2450983169,1020592.6709992436,61.52799867585785,392642.4259009267,0.42,0.6,0.3050202451877049,0.0157321002625149,0.9975540410000008,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262375,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5937.011791905766,593701.1791905765,1053292.13016718,56.36624087339791,459590.9509766034,0.35,0.54,0.3036424129397772,0.0156826422951449,1.0004306669999892,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262376,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5065.342392784182,506534.2392784182,1015086.6792059076,49.90058973827487,508552.4399274893,0.29,0.46,0.3034416544589196,0.0155974766364158,1.103559290999982,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262377,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4287.244449573949,428724.4449573949,831035.8144928346,51.58916589160929,402311.3695354397,0.32,0.62,0.30504032384181995,0.015715814202869566,0.9689924159999919,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262378,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,3845.321216540262,384532.1216540262,948138.9740848056,40.55651462120278,563606.8524307794,0.36,0.52,0.30423529058118415,0.015743630816668075,0.9713234999999258,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262379,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4658.594951875417,465859.4951875417,1038796.8344335301,44.84606419132776,572937.3392459884,0.33,0.51,0.3009712707909166,0.01549059037503576,0.9674015419999478,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262380,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6489.1449940994635,648914.4994099464,948171.7932161916,68.43849437967705,299257.2938062452,0.44,0.55,0.3055907996759488,0.015851543764825185,0.9690183750000188,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262381,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2921.600320836695,292160.0320836695,1060244.4975105391,27.55591118554853,768084.4654268697,0.13,0.37,0.30645906330006617,0.015793773802614052,0.9724928749999435,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262382,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5995.210193153433,599521.0193153432,878750.7521287012,68.22423967923248,279229.73281335796,0.51,0.74,0.3054706895651691,0.015734990797924925,0.9730848340000193,global_ucb_tw_dense,context_noise_refinement
global_ucb_tw,20262383,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,2827.7858449351083,282778.58449351083,1133668.891959934,24.943666223797624,850890.3074664231,0.15,0.35,0.3022369589932563,0.015683181712228232,0.9729465000000346,global_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262272,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5068.863968519229,506886.3968519229,1062325.0920003396,47.71480977611709,555438.6951484168,0.32,0.51,0.3012716376262193,0.0155775740898872,0.9937170000000036,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262273,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6976.596410774675,697659.6410774675,1056692.1318994097,66.02298058408184,359032.490821942,0.38,0.63,0.3038812427723976,0.0156658822362884,0.9957701250000072,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262274,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,8485.308885081819,848530.8885081818,1188749.397499262,71.38013195154605,340218.5089910801,0.39,0.68,0.3028184144675643,0.0156782871470305,1.066737499999988,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262275,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4725.226167201229,472522.6167201229,873696.5934714333,54.08314742794894,401173.97675131034,0.33,0.6,0.30127236134663693,0.015548763124431412,0.9757989580000412,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262276,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,5421.401585527599,542140.1585527599,956709.504911035,56.66716550528824,414569.34635827504,0.37,0.61,0.3045318764810995,0.01570223849912337,0.9764448749999701,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262277,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6861.679035994693,686167.9035994692,968973.0950139869,70.81392735569861,282805.1914145177,0.47,0.73,0.3023606049687176,0.015584877901863806,0.9695007920000762,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262278,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6460.26472682159,646026.4726821589,944162.612061342,68.42322121522291,298136.13937918306,0.44,0.67,0.30158706711840866,0.015582364173397647,0.9669167920000064,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262279,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,6827.303693457581,682730.3693457581,1187540.0515144046,57.491144696560724,504809.6821686465,0.43,0.59,0.3063022534494516,0.015763131697461318,0.9772008330000972,local_ucb_tw_dense,context_noise_refinement
local_ucb_tw,20262280,100,50,2,0.0,0.45,0.0,dense,1.0,1.0,deterministic,20.0,0.1,0.95,False,4652.297274220191,465229.7274220191,762999.5602354116,60.973787098708115,297769.8328133925,0.41,0.69,0.30333083606926736,0.015719454427094933,0.9709909169999946,local_ucb_tw_dense,context_noise_refinement
