S,context_noise_level,trust_scale_mult,gate_scale_mult,gate_mode,trust_floor,policy_label,n,mean_reward_pct_oracle,mean_transition_l1_error,mean_off_support_leakage,mean_top1_agreement,mean_top2_agreement,mean_cum_regret
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,10,90.62376319167613,0.10631227906225404,0.027909893451069524,0.642,0.8150000000000001,82887.20066055919
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,93.38782101972807,0.08241953189588949,2.3363615670137975e-07,0.6839999999999999,0.873,68145.54625364397
8,0.0,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,71.12955007712519,0.08392755308829748,2.2966992899292836e-07,0.536,0.743,300000.27250214136
8,0.0,1.0,1.0,deterministic,0.1,tw_dense,10,79.18199103443641,0.1844681156806785,0.04043837656712755,0.567,0.766,195044.2374726169
8,0.0,1.0,1.0,deterministic,0.1,tw_gated_offline,10,69.2342221550358,0.10778614697116015,0.026945561522105248,0.513,0.696,281405.7577503068
8,0.0,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,10,59.10804864247389,0.10946560146057258,0.026831532570461218,0.389,0.596,390517.7096808386
8,0.0,1.0,1.0,deterministic,0.1,tw_support_offline,10,74.1542091721585,0.0807162108681058,2.3487430824566697e-07,0.531,0.752,233873.41767860967
8,0.0,2.0,1.0,beta,0.1,tm_tw_refined_gated_offline_low_rank_best_beta,10,94.51219478895189,0.10831597012394407,0.02685812446372097,0.6759999999999999,0.853,60260.72667037343
8,0.1,0.5,0.25,beta,0.1,tm_tw_refined_gated_offline_low_rank_best_beta,10,92.18438978657991,0.12128953424551965,0.03985041164812868,0.659,0.8460000000000001,80748.71456308464
8,0.1,0.5,0.25,beta,0.1,tm_tw_refined_support_gated_offline_low_rank_best_beta,10,88.34575755425084,0.08666736720703724,0.01281468312797722,0.621,0.818,113646.26186767218
8,0.1,1.0,1.0,beta,0.1,tm_tw_refined_gated_offline_best_beta,10,90.68061117770067,0.1223888907931624,0.03910201955200548,0.626,0.86,94955.73038231967
8,0.1,1.0,1.0,deterministic,0.1,exp4_dense,10,85.86421288715744,0.19598696426912088,0.06875197168966754,0.592,0.79,137385.0886073236
8,0.1,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,64.43101014931322,0.1902353430170108,0.05770560019786095,0.429,0.654,328244.8453892668
8,0.1,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,76.85318248926703,0.18866661347246763,0.05743987911690075,0.5309999999999999,0.75,214827.3843680604
8,0.1,1.0,1.0,deterministic,0.1,oracle,10,96.14978143954875,0.18861802029180194,0.060956187069974896,0.915,0.97,39222.42929992856
8,0.1,1.0,1.0,deterministic,0.1,state_thompson,10,66.88868434986585,0.1850326950826092,0.05945068280529694,0.387,0.618,297388.4935681451
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_dense,10,81.64734706368685,0.1951877601071606,0.05616423379555387,0.5529999999999999,0.733,179911.3656848513
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,67.78719238657953,0.12447755673800125,0.03928485815083029,0.518,0.72,286674.6351250329
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_gated_offline_low_rank,10,62.45265077894138,0.11885315405908128,0.04122314049249975,0.40800000000000003,0.583,337948.23910298035
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,89.6129164379863,0.1904000212720349,0.060521189680791745,0.614,0.807,103263.54493810766
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,90.21648746143879,0.11876325347461716,0.039802189846337196,0.619,0.8119999999999999,97679.12505270998
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,10,91.48051499420565,0.12426932739460642,0.04063026688544198,0.632,0.817,79316.3343597525
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,88.46141462255213,0.08681065130411501,0.013630208607096262,0.624,0.8140000000000001,113721.54193575485
8,0.1,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,70.66121780369971,0.08769272891424285,0.01300638976727431,0.504,0.7310000000000001,295052.7119410251
8,0.1,1.0,1.0,deterministic,0.1,tw_dense,10,68.2745091664096,0.18876622499521822,0.05399582125276732,0.476,0.7070000000000001,306650.84064900567
8,0.1,1.0,1.0,deterministic,0.1,tw_gated_offline,10,71.35109024917658,0.12323399047704897,0.039646215561077204,0.497,0.738,281432.8618451458
8,0.1,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,10,59.036601725931675,0.12297623414286804,0.03940649836182227,0.354,0.622,390712.11675414536
8,0.1,1.0,1.0,deterministic,0.1,tw_support_offline,10,66.32752486921473,0.0893907903687737,0.013567817520024469,0.45999999999999996,0.716,329309.797272439
8,0.2,1.0,0.5,beta,0.1,tm_tw_refined_support_gated_offline_low_rank_best_beta,10,88.99353849588844,0.09931103192925657,0.022870860450003312,0.603,0.8019999999999999,110493.77034815987
8,0.2,1.0,1.0,beta,0.1,tm_tw_refined_gated_offline_low_rank_best_beta,10,84.8493742912679,0.13731505478732586,0.051231275834001,0.5700000000000001,0.8,149310.78725258785
8,0.2,1.0,1.0,deterministic,0.1,exp4_dense,10,89.70784124921514,0.20985873296963872,0.07955091154968745,0.606,0.782,97386.49308971141
8,0.2,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,70.73757727755591,0.20609570571160352,0.06980934301514878,0.501,0.72,261142.92329468112
8,0.2,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,78.77825830111186,0.20877739940297285,0.06907184036181277,0.529,0.728,200462.58971598116
8,0.2,1.0,1.0,deterministic,0.1,oracle,10,93.53192710005837,0.2074624353876128,0.07394367605905564,0.844,0.9390000000000001,68434.99855041267
8,0.2,1.0,1.0,deterministic,0.1,state_thompson,10,64.97911440436381,0.1992489908135628,0.07186835345302908,0.43099999999999994,0.616,354978.7079719957
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_dense,10,76.63886743249805,0.2134963082433496,0.07383855494206741,0.516,0.717,214703.19809793727
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,60.48543460932733,0.13761134910329223,0.05103717679952574,0.42299999999999993,0.673,377075.80856686766
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_gated_offline_low_rank,10,63.65760284849654,0.14117770698441912,0.05088445591872324,0.41600000000000004,0.646,318537.7271392637
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,83.98604103765875,0.20984382272280971,0.07270801602218539,0.567,0.756,152787.08013992728
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,87.16928084920144,0.13826903504323979,0.051736890865841725,0.5820000000000001,0.794,137516.06687663877
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,10,86.82266063912822,0.13813678990424333,0.05077004617910278,0.583,0.782,131638.76277175845
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,84.34149554874229,0.10493494053042926,0.02425480141010087,0.579,0.779,150307.3660736166
8,0.2,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,78.59693718143835,0.09870810127019965,0.02465095955076488,0.542,0.759,198236.09272911103
8,0.2,1.0,1.0,deterministic,0.1,tw_dense,10,66.39287900213444,0.20867931260162398,0.06664036265329057,0.417,0.646,314373.3885152216
8,0.2,1.0,1.0,deterministic,0.1,tw_gated_offline,10,73.81974666008101,0.1420353835702653,0.05239956800057897,0.5469999999999999,0.7310000000000001,270032.81329159124
8,0.2,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,10,58.78887025370237,0.1376087833623953,0.05266717585482872,0.368,0.61,365344.1088124899
8,0.2,1.0,1.0,deterministic,0.1,tw_support_offline,10,61.79244419036062,0.10452335546586078,0.025411743863408432,0.386,0.641,328722.81775256863
8,0.2,2.0,1.0,beta,0.1,tm_tw_refined_gated_offline_best_beta,10,85.56118910112052,0.1347884537880571,0.05096561349560387,0.581,0.795,141293.43133281352
8,0.3,0.5,0.25,beta,0.1,tm_tw_refined_support_gated_offline_low_rank_best_beta,10,84.15725298052689,0.11308449624724153,0.03341831152696366,0.593,0.783,154508.05353518555
8,0.3,1.0,0.5,beta,0.1,tm_tw_refined_gated_offline_best_beta,10,87.22973893524338,0.15766167341304654,0.06101819512711574,0.597,0.8009999999999999,121430.94910809709
8,0.3,1.0,1.0,deterministic,0.1,exp4_dense,10,86.41881978396732,0.22451122637118318,0.08981496114720891,0.599,0.792,126152.80965323323
8,0.3,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,67.49543086648542,0.22833769953880703,0.08180187270114618,0.46299999999999997,0.666,317250.9116891446
8,0.3,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,72.67369691938977,0.23272374148452707,0.0833125074047964,0.481,0.6950000000000001,249242.25624972902
8,0.3,1.0,1.0,deterministic,0.1,oracle,10,89.20823697462558,0.2269256190549256,0.08626997813303831,0.773,0.901,101697.2270328331
8,0.3,1.0,1.0,deterministic,0.1,state_thompson,10,64.6497015836698,0.21859926401099158,0.08380765888935887,0.4,0.623,320626.9610553394
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_dense,10,75.42903738800103,0.22699018102814983,0.08582533765810492,0.537,0.74,232657.5355760647
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,71.49327971429071,0.15202957197961992,0.06007788874991064,0.504,0.726,254099.28434114117
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_gated_offline_low_rank,10,58.89078011497687,0.15387214485730216,0.06097771863354321,0.344,0.596,364518.9443765386
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,79.35460121329433,0.22584996124350148,0.08621481127839958,0.513,0.712,189996.70924633608
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,82.76092097951792,0.15321041664147322,0.06040645002092212,0.568,0.76,166638.89777036718
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,10,81.8414035663522,0.15331569132892425,0.0599325218896468,0.549,0.762,179660.30446704206
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,87.52147060235998,0.1153456378673943,0.03404386621095081,0.61,0.794,120786.50543263613
8,0.3,1.0,1.0,deterministic,0.1,tm_tw_support_offline,10,71.09751198692501,0.11216999071410201,0.03416926899826913,0.508,0.7230000000000001,283556.50521307136
8,0.3,1.0,1.0,deterministic,0.1,tw_dense,10,72.43355653267898,0.23141799375143063,0.08412443481846525,0.471,0.6759999999999999,258921.5394445058
8,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline,10,78.0126715457783,0.15630500349197635,0.062056504689038484,0.512,0.747,197257.97407278864
8,0.3,1.0,1.0,deterministic,0.1,tw_gated_offline_low_rank,10,54.9830453404518,0.15105065238847007,0.06159801490119545,0.33999999999999997,0.5900000000000001,447817.70913991844
8,0.3,1.0,1.0,deterministic,0.1,tw_support_offline,10,59.692717372025335,0.11966133675773478,0.03618276384674958,0.383,0.642,379276.90503729036
8,0.3,2.0,1.0,beta,0.1,tm_tw_refined_gated_offline_low_rank_best_beta,10,81.52533380649515,0.15290946203432415,0.06040067385455823,0.553,0.753,182318.2240441367
20,0.0,0.5,0.25,beta,0.1,tm_tw_refined_support_gated_offline_low_rank_best_beta,10,90.19941608662046,0.08272264137108487,3.0804590030107597e-07,0.608,0.819,102364.0876136061
20,0.0,1.0,1.0,deterministic,0.1,exp4_dense,10,73.87559232153606,0.24156494046892293,0.02762203495505917,0.48600000000000004,0.701,235220.37123321943
20,0.0,1.0,1.0,deterministic,0.1,global_ucb_tw_dense,10,68.21086051266717,0.2319891086881824,0.02511553012291239,0.43,0.656,302073.3988983659
20,0.0,1.0,1.0,deterministic,0.1,local_ucb_tw_dense,10,69.83596390759573,0.22892308222559513,0.024591449907676678,0.466,0.6799999999999999,284820.34966900863
20,0.0,1.0,1.0,deterministic,0.1,oracle,10,100.0,0.23324128261766824,0.02585581085976944,1.0,1.0,0.0
20,0.0,1.0,1.0,deterministic,0.1,state_thompson,10,61.93407672685246,0.23329723255531873,0.026259592772895142,0.38,0.602,348247.28319225914
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_dense,10,58.376279948432284,0.23395417515302105,0.025084368963577193,0.414,0.663,409078.79259836086
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_gated_offline,10,58.58347791260557,0.16095601260958178,0.01913264576401724,0.378,0.627,381278.65018273855
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_gated_offline_low_rank,10,67.472552100589,0.16013689186084587,0.01864110764327667,0.454,0.709,305172.8843002002
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_dense,10,83.07080212289986,0.23955460181348837,0.027257349818512383,0.561,0.787,178061.8765726096
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline,10,85.72122509945271,0.1597530629878928,0.01893878505915449,0.592,0.8099999999999999,143218.18947769195
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_gated_offline_low_rank,10,85.2077690622295,0.15899135468414263,0.01902088376795697,0.546,0.776,139720.46136266674
20,0.0,1.0,1.0,deterministic,0.1,tm_tw_refined_support_offline,10,80.21527884645833,0.08572460101823967,3.06283689853286e-07,0.53,0.734,186870.7129668729
